C,epsilon,gamma,sv_count,MAE,omega
1.0,0.07,0.1,8,0.1546532606645668,1.0
1.0,0.07,0.7,16,0.029397282425576172,1.0
1.0,0.07,1.0,20,0.02705065027556182,1.0
1.0,0.07,1.5,21,0.027470532352010676,1.0
1.0,0.07,3.0,26,0.030797391118970684,1.0
1.0,0.07,10.0,45,0.036210022916348124,1.0
1.0,0.10600000000000001,0.1,6,0.1538373419997744,1.0
1.0,0.10600000000000001,0.7,17,0.029812763101614917,1.0
1.0,0.10600000000000001,1.0,19,0.02744082488245424,1.0
1.0,0.10600000000000001,1.5,19,0.027481829819005404,1.0
1.0,0.10600000000000001,3.0,25,0.026586252841838062,1.0
1.0,0.10600000000000001,10.0,40,0.036116374735533203,1.0
1.0,0.14200000000000002,0.1,7,0.15325693194944276,1.0
1.0,0.14200000000000002,0.7,13,0.029269255936471606,1.0
1.0,0.14200000000000002,1.0,16,0.028590949693832225,1.0
1.0,0.14200000000000002,1.5,17,0.026883201355372165,1.0
1.0,0.14200000000000002,3.0,21,0.03501611204263543,1.0
1.0,0.14200000000000002,10.0,26,0.03727825643808489,1.0
1.0,0.178,0.1,6,0.1577953049235356,1.0
1.0,0.178,0.7,11,0.043447007320644854,1.0
1.0,0.178,1.0,15,0.042192744388953755,1.0
1.0,0.178,1.5,14,0.042144677338106486,1.0
1.0,0.178,3.0,19,0.04737501494382221,1.0
1.0,0.178,10.0,23,0.051051097540977294,1.0
1.0,0.214,0.1,5,0.16506149236504114,1.0
1.0,0.214,0.7,9,0.06377666076091462,1.0
1.0,0.214,1.0,11,0.05981999565718759,1.0
1.0,0.214,1.5,9,0.062269957004341805,1.0
1.0,0.214,3.0,10,0.05693961272067317,1.0
1.0,0.214,10.0,17,0.0734538138805253,1.0
1.0,0.25,0.1,7,0.16647413375087552,1.0
1.0,0.25,0.7,7,0.0756307022413639,1.0
1.0,0.25,1.0,8,0.07623235469793369,1.0
1.0,0.25,1.5,6,0.07652520438909693,1.0
1.0,0.25,3.0,10,0.07691575338213592,1.0
1.0,0.25,10.0,16,0.09619862618373495,1.0
2.0,0.07,0.1,6,0.15376224178605613,1.0
2.0,0.07,0.7,17,0.029043502919136054,1.0
2.0,0.07,1.0,18,0.02706882475131933,1.0
2.0,0.07,1.5,19,0.027410784522161693,1.0
2.0,0.07,3.0,27,0.031541097416881325,1.0
2.0,0.07,10.0,47,0.03753888124109559,1.0
2.0,0.10600000000000001,0.1,9,0.15217520415062516,1.0
2.0,0.10600000000000001,0.7,18,0.026856762403604267,1.0
2.0,0.10600000000000001,1.0,18,0.026353223076964923,1.0
2.0,0.10600000000000001,1.5,23,0.026155290135492164,1.0
2.0,0.10600000000000001,3.0,25,0.0277676008011527,1.0
2.0,0.10600000000000001,10.0,44,0.037535801694989906,1.0
2.0,0.14200000000000002,0.1,7,0.15102063992924783,1.0
2.0,0.14200000000000002,0.7,14,0.02678856384134349,1.0
2.0,0.14200000000000002,1.0,14,0.023007636699277655,1.0
2.0,0.14200000000000002,1.5,19,0.026675959789080286,1.0
2.0,0.14200000000000002,3.0,25,0.03891651687984028,1.0
2.0,0.14200000000000002,10.0,28,0.039844105926112885,1.0
2.0,0.178,0.1,6,0.15473691860332056,1.0
2.0,0.178,0.7,13,0.039127213641047806,1.0
2.0,0.178,1.0,14,0.03909085463245161,1.0
2.0,0.178,1.5,14,0.040918144564462564,1.0
2.0,0.178,3.0,18,0.046192500890655894,1.0
2.0,0.178,10.0,25,0.05127269727776874,1.0
2.0,0.214,0.1,5,0.16411015772932278,1.0
2.0,0.214,0.7,11,0.06205196714812592,1.0
2.0,0.214,1.0,12,0.06003404868979685,1.0
2.0,0.214,1.5,9,0.062269957004341805,1.0
2.0,0.214,3.0,10,0.05693961272067317,1.0
2.0,0.214,10.0,17,0.0734538138805253,1.0
2.0,0.25,0.1,6,0.16878725844146714,1.0
2.0,0.25,0.7,8,0.07444827963578826,1.0
2.0,0.25,1.0,8,0.07623235469793369,1.0
2.0,0.25,1.5,6,0.07652520438909693,1.0
2.0,0.25,3.0,10,0.07691575338213592,1.0
2.0,0.25,10.0,16,0.09619862618373495,1.0
5.0,0.07,0.1,15,0.15094896068225752,1.0
5.0,0.07,0.7,22,0.028339776250158294,1.0
5.0,0.07,1.0,26,0.02538872133491298,1.0
5.0,0.07,1.5,29,0.02612651453416194,1.0
5.0,0.07,3.0,36,0.030250123099433555,1.0
5.0,0.07,10.0,54,0.03722504460063066,1.0
5.0,0.10600000000000001,0.1,8,0.15077295276207892,1.0
5.0,0.10600000000000001,0.7,19,0.025877256466122392,1.0
5.0,0.10600000000000001,1.0,18,0.025311298090564528,1.0
5.0,0.10600000000000001,1.5,24,0.026912974098610806,1.0
5.0,0.10600000000000001,3.0,29,0.031191543394513133,1.0
5.0,0.10600000000000001,10.0,49,0.04273744256903851,1.0
5.0,0.14200000000000002,0.1,5,0.15277975710182795,1.0
5.0,0.14200000000000002,0.7,14,0.0231142668264258,1.0
5.0,0.14200000000000002,1.0,15,0.024647365777472396,1.0
5.0,0.14200000000000002,1.5,18,0.028486563644692642,1.0
5.0,0.14200000000000002,3.0,26,0.03828937613538154,1.0
5.0,0.14200000000000002,10.0,32,0.040168419669783795,1.0
5.0,0.178,0.1,8,0.1519343432636961,1.0
5.0,0.178,0.7,14,0.03733019107200317,1.0
5.0,0.178,1.0,14,0.037010817022159526,1.0
5.0,0.178,1.5,13,0.039587796840055846,1.0
5.0,0.178,3.0,20,0.04660301552852065,1.0
5.0,0.178,10.0,25,0.051462095188165975,1.0
5.0,0.214,0.1,7,0.1603179501613763,1.0
5.0,0.214,0.7,11,0.06122691720000477,1.0
5.0,0.214,1.0,12,0.06003404868979685,1.0
5.0,0.214,1.5,9,0.062269957004341805,1.0
5.0,0.214,3.0,10,0.05693961272067317,1.0
5.0,0.214,10.0,17,0.0734538138805253,1.0
5.0,0.25,0.1,9,0.17051892030913748,1.0
5.0,0.25,0.7,8,0.07444827963578826,1.0
5.0,0.25,1.0,8,0.07623235469793369,1.0
5.0,0.25,1.5,6,0.07652520438909693,1.0
5.0,0.25,3.0,10,0.07691575338213592,1.0
5.0,0.25,10.0,16,0.09619862618373495,1.0
7.0,0.07,0.1,18,0.15102272144763432,1.0
7.0,0.07,0.7,30,0.02552039619593952,1.0
7.0,0.07,1.0,30,0.02803753957101829,1.0
7.0,0.07,1.5,32,0.02855632273821338,1.0
7.0,0.07,3.0,41,0.039555372015516316,1.0
7.0,0.07,10.0,62,0.044148207290400636,1.0
7.0,0.10600000000000001,0.1,9,0.15014731966959632,1.0
7.0,0.10600000000000001,0.7,20,0.02429478493511999,1.0
7.0,0.10600000000000001,1.0,19,0.0258859790041152,1.0
7.0,0.10600000000000001,1.5,28,0.025714554005214395,1.0
7.0,0.10600000000000001,3.0,28,0.03196155332367633,1.0
7.0,0.10600000000000001,10.0,51,0.04232798978755071,1.0
7.0,0.14200000000000002,0.1,12,0.15210560016585958,1.0
7.0,0.14200000000000002,0.7,12,0.024531078548865614,1.0
7.0,0.14200000000000002,1.0,17,0.028075421179040796,1.0
7.0,0.14200000000000002,1.5,20,0.029157256112585492,1.0
7.0,0.14200000000000002,3.0,26,0.037455284550743095,1.0
7.0,0.14200000000000002,10.0,33,0.039698296616576756,1.0
7.0,0.178,0.1,9,0.15331378425750847,1.0
7.0,0.178,0.7,14,0.03709455556079362,1.0
7.0,0.178,1.0,14,0.036643084324568094,1.0
7.0,0.178,1.5,13,0.03826426551587527,1.0
7.0,0.178,3.0,18,0.045843563887219545,1.0
7.0,0.178,10.0,25,0.05162170839371888,1.0
7.0,0.214,0.1,9,0.15578594539537563,1.0
7.0,0.214,0.7,11,0.06122691720000477,1.0
7.0,0.214,1.0,12,0.06003404868979685,1.0
7.0,0.214,1.5,9,0.062269957004341805,1.0
7.0,0.214,3.0,10,0.05693961272067317,1.0
7.0,0.214,10.0,17,0.0734538138805253,1.0
7.0,0.25,0.1,7,0.16606631792968496,1.0
7.0,0.25,0.7,8,0.07444827963578826,1.0
7.0,0.25,1.0,8,0.07623235469793369,1.0
7.0,0.25,1.5,6,0.07652520438909693,1.0
7.0,0.25,3.0,10,0.07691575338213592,1.0
7.0,0.25,10.0,16,0.09619862618373495,1.0
10.0,0.07,0.1,23,0.15226086459796193,1.0
10.0,0.07,0.7,30,0.031289718271794165,1.0
10.0,0.07,1.0,37,0.033529198070961545,1.0
10.0,0.07,1.5,37,0.0357106775242841,1.0
10.0,0.07,3.0,48,0.03291954506154231,1.0
10.0,0.07,10.0,68,0.03929742564414315,1.0
10.0,0.10600000000000001,0.1,20,0.15934030627106663,1.0
10.0,0.10600000000000001,0.7,23,0.024059991611376903,1.0
10.0,0.10600000000000001,1.0,26,0.025474673602274178,1.0
10.0,0.10600000000000001,1.5,28,0.030473874292443463,1.0
10.0,0.10600000000000001,3.0,31,0.034050439577859616,1.0
10.0,0.10600000000000001,10.0,58,0.04336986471937574,1.0
10.0,0.14200000000000002,0.1,15,0.15774870479292627,1.0
10.0,0.14200000000000002,0.7,15,0.02639450071361443,1.0
10.0,0.14200000000000002,1.0,19,0.02974427391065273,1.0
10.0,0.14200000000000002,1.5,20,0.030313108827047835,1.0
10.0,0.14200000000000002,3.0,29,0.03897862454255471,1.0
10.0,0.14200000000000002,10.0,31,0.04027362907852394,1.0
10.0,0.178,0.1,13,0.15670869206255852,1.0
10.0,0.178,0.7,13,0.03620823383987849,1.0
10.0,0.178,1.0,13,0.03565590859960596,1.0
10.0,0.178,1.5,15,0.03723362930895934,1.0
10.0,0.178,3.0,17,0.04167032285859566,1.0
10.0,0.178,10.0,24,0.050709487998906164,1.0
10.0,0.214,0.1,10,0.16077462616787447,1.0
10.0,0.214,0.7,11,0.06122691720000477,1.0
10.0,0.214,1.0,12,0.06003404868979685,1.0
10.0,0.214,1.5,9,0.062269957004341805,1.0
10.0,0.214,3.0,10,0.05693961272067317,1.0
10.0,0.214,10.0,17,0.0734538138805253,1.0
10.0,0.25,0.1,10,0.15960003138703244,1.0
10.0,0.25,0.7,8,0.07444827963578826,1.0
10.0,0.25,1.0,8,0.07623235469793369,1.0
10.0,0.25,1.5,6,0.07652520438909693,1.0
10.0,0.25,3.0,10,0.07691575338213592,1.0
10.0,0.25,10.0,16,0.09619862618373495,1.0
